megye;jaras;cim;telepules_tipusa;lakossag;vedett;lats;longs;location_levels
BAR;Pécsi;Kökény;község;678;415;46.0010381;18.2042947;LocLevel.PRECISE
BAR;Szigetvári;Endrőc;község;348;213;45.9265532;17.7691216;LocLevel.PRECISE
TOL;Tolnai;Fadd;nagyközség;4188;2563;46.4663938;18.8252567;LocLevel.PRECISE
PES;Ceglédi;Cegléd;város;36765;22499;47.1716447;19.7977516;LocLevel.PRECISE
ZAL;Zalaegerszegi;Szentkozmadombja;község;67;41;46.6798879;16.7615147;LocLevel.PRECISE
SOM;Kaposvári;Szenna;község;773;473;46.3083953;17.7319121;LocLevel.PRECISE
BAR;Siklósi;Harkány;város;5158;3156;45.8477907;18.2359978;LocLevel.PRECISE
VAS;Körmendi;Nádasd;község;1344;822;46.9650682;16.6129001;LocLevel.PRECISE
VAS;Körmendi;Őrimagyarósd;község;224;137;46.8867596;16.5353386;LocLevel.PRECISE
BOR;Miskolci;Felsőzsolca;város;6735;4119;48.1095123;20.8591603;LocLevel.PRECISE
VAS;Sárvári;Répceszentgyörgy;község;121;74;47.3507006;16.8466015;LocLevel.PRECISE
TOL;Tamási;Szakadát;község;242;148;46.5388486;18.473668;LocLevel.PRECISE
PES;Váci;Acsa;község;1359;831;47.7925337;19.386298;LocLevel.PRECISE
SOM;Tabi;Tab;város;4270;2611;17.95078635;-92.48312213241397;LocLevel.PRECISE
BAC;Kunszentmiklósi;Kunszentmiklós;város;8384;5126;47.0257098;19.1234855;LocLevel.PRECISE
BOR;Szerencsi;Golop;község;579;354;48.2371264;21.1890012;LocLevel.PRECISE
NOG;Balassagyarmati;Ipolyvece;község;795;486;48.0619605;19.1025464;LocLevel.PRECISE
HAJ;Hajdúszoboszlói;Hajdúszoboszló;város;24286;14846;47.4431291;21.3902995;LocLevel.PRECISE
TOL;Szekszárdi;Bátaszék;város;6411;3919;46.1933095;18.7241126;LocLevel.PRECISE
TOL;Tamási;Regöly;község;1101;673;46.5786721;18.3904744;LocLevel.PRECISE
PES;Szentendrei;Pilisszentlászló;község;1291;789;47.7231462;18.9892166;LocLevel.PRECISE
TOL;Szekszárdi;Alsónána;község;720;440;46.2488549;18.6599879;LocLevel.PRECISE
ZAL;Zalaegerszegi;Kávás;község;234;143;46.8619846;16.7086719;LocLevel.PRECISE
NOG;Rétsági;Kisecset;község;180;110;47.9370627;19.3086302;LocLevel.PRECISE
VES;Pápai;Nóráp;község;216;132;47.2737541;17.4571696;LocLevel.PRECISE
NOG;Pásztói;Vanyarc;község;1198;732;47.8237001;19.4524132;LocLevel.PRECISE
CSO;Mórahalmi;Bordány;község;3308;2021;46.3216659;19.9216744;LocLevel.PRECISE
BAR;Komlói;Magyarszék;község;1046;639;46.1953947;18.1961806;LocLevel.PRECISE
BAR;Mohácsi;Mohács;város;18543;11325;45.9933836;18.6821079;LocLevel.PRECISE
VAS;Celldömölki;Kemenessömjén;község;547;334;47.2945012;17.1337876;LocLevel.PRECISE
BOR;Encsi;Fancsal;község;362;221;48.3556012;21.0640307;LocLevel.PRECISE
BOR;Cigándi;Nagyrozvágy;község;675;412;48.3432971;21.9197055;LocLevel.PRECISE
BOR;Gönci;Boldogkőváralja;község;993;606;48.3382138;21.2378103;LocLevel.PRECISE
VES;Veszprémi;Nemesvámos;község;3066;1871;47.0548638;17.8718258;LocLevel.PRECISE
ZAL;Zalaszentgróti;Mihályfa;község;354;216;46.9800828;17.1906724;LocLevel.PRECISE
VAS;Kőszegi;Kőszegpaty;község;200;122;47.326931;16.6486698;LocLevel.PRECISE
VAS;Vasvári;Pácsony;község;282;172;47.0156586;16.850835;LocLevel.PRECISE
SOM;Kaposvári;Zselicszentpál;község;423;258;46.3061794;17.8214905;LocLevel.PRECISE
BOR;Miskolci;Sajóecseg;község;1051;641;48.1912315;20.7757477;LocLevel.PRECISE
KOM;Oroszlányi;Kömlőd;község;1092;666;47.5470914;18.2606324;LocLevel.PRECISE
KOM;Kisbéri;Ete;község;610;372;47.5320249;18.0747955;LocLevel.PRECISE
SOM;Csurgói;Csurgó;város;4824;2941;46.2642514;17.0950874;LocLevel.PRECISE
BEK;Orosházi;Nagyszénás;nagyközség;4759;2900;46.6715027;20.6727493;LocLevel.PRECISE
CSO;Szentesi;Fábiánsebestyén;község;1904;1160;46.6738163;20.4506481;LocLevel.PRECISE
VES;Tapolcai;Lesencetomaj;község;1118;681;46.8565807;17.3611554;LocLevel.PRECISE
GYO;Pannonhalmi;Fenyőfő;község;110;67;47.3500815;17.7661891;LocLevel.PRECISE
BAC;Kiskőrösi;Imrehegy;község;660;402;46.4864671;19.3023694;LocLevel.PRECISE
HEV;Hatvani;Hort;község;3635;2214;47.689575;19.7826055;LocLevel.PRECISE
VAS;Sárvári;Megyehíd;község;312;190;47.2117392;16.8415468;LocLevel.PRECISE
TOL;Tolnai;Fácánkert;község;708;431;46.4480102;18.7361471;LocLevel.PRECISE
SZA;Nyíregyházi;Rakamaz;város;4613;2808;48.12218;21.4775144;LocLevel.PRECISE
VES;Ajkai;Kislőd;község;1280;779;47.1446686;17.6217273;LocLevel.PRECISE
SZA;Mátészalkai;Fülpösdaróc;község;350;213;47.9417525;22.4776938;LocLevel.PRECISE
TOL;Bonyhádi;Mucsfa;község;337;205;46.3551245;18.4190576;LocLevel.PRECISE
VAS;Sárvári;Sitke;község;730;444;47.242815;17.0242831;LocLevel.PRECISE
KOM;Komáromi;Ács;város;7205;4382;47.7104229;18.0156133;LocLevel.PRECISE
VAS;Szentgotthárdi;Magyarlak;község;809;492;46.9518924;16.3486678;LocLevel.PRECISE
PES;Gyáli;Ócsa;város;9901;6021;47.3011895;19.2313617;LocLevel.PRECISE
HEV;Gyöngyösi;Gyöngyöshalász;község;2663;1619;47.7394892;19.9147492;LocLevel.PRECISE
BOR;Mezőkövesdi;Kács;község;505;307;47.9565053;20.6151528;LocLevel.PRECISE
KOM;Komáromi;Almásfüzitő;község;2071;1259;47.7264305;18.262513;LocLevel.PRECISE
KOM;Kisbéri;Bársonyos;község;742;451;47.5089888;17.9214816;LocLevel.PRECISE
VAS;Vasvári;Rábahídvég;község;951;578;47.0724997;16.7421425;LocLevel.PRECISE
SZO;Szolnoki;Szászberek;község;994;604;47.3107297;20.093252;LocLevel.PRECISE
SOM;Marcali;Kéthely;község;2287;1389;46.6469444;17.3933315;LocLevel.PRECISE
VES;Sümegi;Zalagyömörő;község;415;252;47.0177975;17.226423;LocLevel.PRECISE
FEJ;Bicskei;Óbarok;község;835;507;47.4901159;18.5696261;LocLevel.PRECISE
GYO;Soproni;Nemeskér;község;196;119;47.4837829;16.8029043;LocLevel.PRECISE
