sorszam;megye;jaras_v_kerulet;intezmeny_nev;cim;dolgozo_letszam;ferohely;cpoz_dolgozo_szam;cpoz_gondozott_szam;cpoz_dolgozo_korhazi_ellatas;cpoz_gondozott_korhazi_ellatas;cpoz_dolgozo_elhunyt;cpoz_gondozott_elhunyt;cpoz_dolgozo_gyogyult;cpoz_gondozott_gyogyult;lats;longs;location_levels
21.0;Borsod-Abaúj-Zemplén;Encsi ;Abaúj-Zempléni Integrált Szociális Intézmény Boldogkőváraljai Otthon;3885 Boldogkőváralja, Kossuth u. 2.;58.0;110;3.0;21.0;0.0;4.0;0.0;0.0;1.0;17.0;48.3387956;21.2394496;LocLevel.PRECISE
22.0;Borsod-Abaúj-Zemplén;Szerencsi;Tokaji Időskorúak Otthona;3910 Tokaj, Bodrogkeresztúri u. 52.;77.0;150;12.0;61.0;0.0;0.0;0.0;16.0;12.0;45.0;48.123054621005025;21.408879680151323;LocLevel.POSTCODE
23.0;Borsod-Abaúj-Zemplén;Szerencsi;Sátoraljaújhelyi Egyesített Szociális Intézmény;3980 Sátoraljaújhely, dr. Molnár János u. 12.;40.0;72;14.0;42.0;0.0;0.0;0.0;9.0;14.0;33.0;48.40091521681476;21.655154645598582;LocLevel.POSTCODE
24.0;Borsod-Abaúj-Zemplén;Szerencsi;Abaúj-Zempléni Integrált Szociális Intézmény Ricsei Otthona;3974 Ricse, Vasút u. 2.;37.0;95;10.0;39.0;0.0;0.0;0.0;5.0;10.0;30.0;48.3176873;21.9708759;LocLevel.PRECISE
25.0;Borsod-Abaúj-Zemplén;Szerencsi;Abaúj-Zempléni Integrált Szociális Intézmény Tokaji Otthona;3910 Tokaj, Bethlen G. út 36.;64.0;131;22.0;49.0;0.0;1.0;0.0;2.0;22.0;46.0;48.123054621005025;21.408879680151323;LocLevel.POSTCODE
26.0;Borsod-Abaúj-Zemplén;Szerencsi;Abaúj-Zempléni Integrált Szociális Intézmény Sárospatak;3950 Sárospatak, József A. u. 10.;61.0;179;12.0;79.0;0.0;0.0;0.0;13.0;10.0;66.0;48.32639211145704;21.578304698042473;LocLevel.POSTCODE
27.0;Borsod-Abaúj-Zemplén;Szerencsi;Taktaharkány Szociális Szolgáltató Központ;3922 Taktaharkány,Honvéd utca 32.;10.0;18;2.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;48.0834235;21.1357964;LocLevel.PRECISE
28.0;Borsod-Abaúj-Zemplén;Szerencsi;Gyémántkapu Idősek Otthona;3900 Szerencs, Csalogány u. 5.;38.0;75;1.0;14.0;0.0;0.0;0.0;4.0;1.0;10.0;48.1594266;21.1947564;LocLevel.PRECISE
29.0;Borsod-Abaúj-Zemplén;Szerencsi; Gyémántkapu Levendula Ház;3900 Szerencs Molnár I. u. 20.;33.0;67;2.0;45.0;0.0;0.0;0.0;5.0;1.0;40.0;48.15882458557494;21.202551812026645;LocLevel.POSTCODE
30.0;Borsod-Abaúj-Zemplén;Szerencsi;TIREK Szerencsi Idősek Otthona;3900 Szerencs, Bekecsi u. 10.;97.0;220;13.0;23.0;0.0;0.0;0.0;4.0;9.0;19.0;48.1593277;21.186581;LocLevel.PRECISE
31.0;Borsod-Abaúj-Zemplén;Szerencsi;Béthel Református Szeretetotthon - Idősek Otthona;3932 Erdőbénye, Kossuth út 13.;14.0;27;3.0;27.0;0.0;0.0;0.0;5.0;1.0;22.0;48.26725474204331;21.355071140068766;LocLevel.POSTCODE
32.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Idősek Otthona;3464 Tiszavalk Templom út 11.;10.0;22;2.0;15.0;0.0;0.0;1.0;1.0;1.0;14.0;47.68811343654952;20.74870015113792;LocLevel.POSTCODE
33.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Matyóföld Idősek Otthona;3400 Mezőkövesd Damjanich út 2.;40.0;85;12.0;22.0;0.0;1.0;0.0;6.0;12.0;15.0;47.80640005680186;20.5659524482026;LocLevel.POSTCODE
34.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Dél-Borsodi Szociális Otthon;3441 Mezőkeresztes Május 1.tér 7.;56.0;120;10.0;47.0;1.0;2.0;0.0;17.0;10.0;28.0;47.825389532927865;20.692628224512255;LocLevel.POSTCODE
35.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Pszichiátriai Otthon;3593 Hejőbába, Széchenyi 94.;140.0;365;33.0;121.0;0.0;0.0;0.0;4.0;33.0;117.0;47.9100728;20.9443469;LocLevel.PRECISE
36.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Dél-Borsodi Integrált Szociális Intézmény-Pszichiátria;3462 Borsodivánka József A.utca 1.;104.0;240;11.0;21.0;0.0;0.0;0.0;3.0;11.0;18.0;47.70196750596032;20.654374445786562;LocLevel.POSTCODE
37.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Béthel Református Szeretet otthon;Nemesbikk, Petőfi S. út ;32.0;58;12.0;10.0;0.0;0.0;0.0;1.0;12.0;9.0;47.8898592;20.9703451;LocLevel.PRECISE
38.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Nikodemus Református Szociális Otthon;Tiszaújváros, Rózsa út 16 sz.;31.0;50;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;47.9330787;21.040625213102885;LocLevel.PRECISE
39.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Ezüsthíd Gondozóház és Szociális Otthon;Tiszaújváros, Bartók B. 1-5 sz;39.0;64;0.0;4.0;0.0;0.0;0.0;2.0;0.0;2.0;47.4557941;19.039047;LocLevel.POSTCODE
40.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Szent József Idősek Otthona;3400 Mezőkövesd, Rákóczi u. 21.;16.0;26;8.0;16.0;0.0;0.0;0.0;7.0;8.0;9.0;47.8081056;20.5668562;LocLevel.PRECISE
41.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Szivárvány Idősek Otthona;3426 Borsodgeszt, Fő u. 57.;15.0;20;4.0;15.0;0.0;0.0;0.0;2.0;4.0;13.0;47.9547336;20.6949073;LocLevel.PRECISE
42.0;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesdi Kistérségi Szociális Szolgáltató és Gyermekjóléti Központ Idősek Otthona;3400 Mezőkövesd, Mátyás Király út 90.;18.0;27;5.0;20.0;0.0;0.0;0.0;3.0;2.0;17.0;47.8150736;20.5839804;LocLevel.PRECISE
43.0;Borsod-Abaúj-Zemplén;Miskolc;Máltai Szeretetszolgálat Szociális Otthon;3534, Miskolc, Köln utca 2.;10.0;25;0.0;15.0;0.0;0.0;0.0;4.0;0.0;11.0;48.107002800000004;20.68101284932845;LocLevel.PRECISE
44.0;Borsod-Abaúj-Zemplén;Miskolc;Bőcsi Idősek Otthona; Bőcs Rákóczi 102.;38.0;60;12.0;7.0;0.0;0.0;0.0;0.0;2.0;0.0;48.039756;20.9638233;LocLevel.PRECISE
45.0;Borsod-Abaúj-Zemplén;Miskolc;Meszegyi, Szent Hedvig Idősek Otthona;Miskolc, Kórház utca 1.;31.0;75;2.0;7.0;0.0;2.0;0.0;0.0;0.0;5.0;48.0904671;20.7236928;LocLevel.PRECISE
46.0;Borsod-Abaúj-Zemplén;Miskolc;Árpádházi Szeretetotthon;Miskolc, Szeretet 15.;15.0;50;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;48.0737462;20.7852071;LocLevel.PRECISE
47.0;Borsod-Abaúj-Zemplén;Miskolc;MESZEGYI Aranykor Idősek Otthona;3533 Miskolc, Kiss Tábornok u. 32;57.0;96;3.0;11.0;0.0;3.0;0.0;1.0;0.0;5.0;48.10070865;20.709108999999998;LocLevel.PRECISE
48.0;Borsod-Abaúj-Zemplén;Miskolc;MESZEGYI Aranyalkony Szolgáltatási központ;3533 Miskolc, Kabar u 4.;14.0;15;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;48.0918023;20.724593;LocLevel.PRECISE
49.0;Borsod-Abaúj-Zemplén;Miskolc;MESZEGYI Őszi Napsugár Otthon;3526 Miskolc, Szentpéteri kapu 101;165.0;437;18.0;152.0;0.0;0.0;0.0;23.0;18.0;126.0;48.1129589;20.7890622;LocLevel.PRECISE
50.0;Borsod-Abaúj-Zemplén;Miskolc;Fészek Fogyatékos Református Ápoló- Gondozó Otthona;Sajósenye,Kossuth L. 16;30.0;50;6.0;19.0;2.0;3.0;0.0;3.0;0.0;0.0;48.1949044;20.8196939;LocLevel.PRECISE
51.0;Borsod-Abaúj-Zemplén;Miskolc;Autisták Családi Otthona;3529 Miskolc, Csermőkei u. 2/a;50.0;50;5.0;8.0;0.0;1.0;0.0;1.0;3.0;0.0;48.0854165515546;20.781792296691368;LocLevel.POSTCODE
52.0;Borsod-Abaúj-Zemplén;Miskolc;Szeretet Alapítvány „Csilla Bárónő” Szeretetotthon Fogyatékos  személyek otthona;3532 Miskolc, Rácz Ádám u. 35.;34.0;44;4.0;13.0;2.0;0.0;0.0;0.0;3.0;0.0;48.1035876;20.7397512;LocLevel.PRECISE
53.0;Borsod-Abaúj-Zemplén;Miskolc;Dél Borsodi FF Mentálhigienes Otthona;3529 Miskolc, Mésztelep u. 1;30.0;12;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;48.0742074;20.779153;LocLevel.PRECISE
54.0;Borsod-Abaúj-Zemplén;Miskolc;Szépkorúakháza;Miskolc, Eperjesi utca 5.;50.0;100;22.0;35.0;0.0;5.0;0.0;5.0;12.0;17.0;48.107237999999995;20.797645075286084;LocLevel.PRECISE
55.0;Borsod-Abaúj-Zemplén;Miskolc;MESZEGYI Észak-Kiliáni Szolgáltatási Központ;3534 Miskolc, Kacsóh P. u. 8.;21.0;17;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;48.09982174308864;20.701286799647033;LocLevel.POSTCODE
56.0;Borsod-Abaúj-Zemplén;Miskolc;Viola Idősotthon;Nyékládháza, Viola út 1/b;46.0;99;7.0;7.0;0.0;0.0;0.0;0.0;6.0;7.0;47.5355021;18.9877664;LocLevel.POSTCODE
57.0;Borsod-Abaúj-Zemplén;Miskolc;Szimbiozis Habilitációs Központ Fogyatékos személyek ápoló gondozó célú lakóotthona;3528 Miskolc, Forgács u. 18.;13.0;14;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;48.092051897658536;20.812062303920616;LocLevel.POSTCODE
58.0;Borsod-Abaúj-Zemplén;Miskolc;MÁON Református Szeretetotthon;3529 Miskolc, Szilvás u. 39.;16.0;20;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0797441;20.775021057110408;LocLevel.PRECISE
59.0;Borsod-Abaúj-Zemplén;Miskolc;Szimbiozis Habilitációs Központ Fogyatékos személyek ápoló gondozó célú lakóotthona;3535 Miskolc, Majorság u. 1.;5.0;12;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.1137662;20.6720628;LocLevel.PRECISE
60.0;Borsod-Abaúj-Zemplén;Edelényi;Észak-Borsod Integrált Szociális Intézmény Ormosbányai Otthon ;3743 Ormosbánya, Ady Endre út 37.;51.0;148;0.0;7.0;0.0;0.0;0.0;1.0;0.0;6.0;48.33588382650007;20.64969901406879;LocLevel.POSTCODE
61.0;Borsod-Abaúj-Zemplén;Miskolc;Gesztenyéskerti Idősek Otthona;3529 Miskolc, Gesztenyés u. 16;47.0;21;10.0;8.0;0.0;2.0;0.0;2.0;7.0;4.0;48.0810415;20.7802721;LocLevel.PRECISE
62.0;Borsod-Abaúj-Zemplén;Edelényi;Szendrőlád Önkormányzata Szent Kamill Idősek Otthona;3751 Szendrőlád, Ady Endre út  7-11.;20.0;60;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;48.3410322;20.742645;LocLevel.PRECISE
63.0;Borsod-Abaúj-Zemplén;Miskolc;NAPHÁZ Gondozócentrum;3516 Miskolc, Miskolctapolcai út 37;16.0;35;1.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;48.0755109;20.7820416;LocLevel.PRECISE
64.0;Borsod-Abaúj-Zemplén;Edelényi;Szent Borbála Idősek Otthona ;3704 Berente, Ady E. út 7-11.;61.0;76;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;48.23665639716779;20.667058799117722;LocLevel.POSTCODE
65.0;Borsod-Abaúj-Zemplén;Miskolc;Martinkertváros Ref. Egyházközség Idősek Otthona;Miskolc,, Martinkertváros, Bornemissza 13.;27.0;50;4.0;27.0;0.0;2.0;0.0;2.0;0.0;0.0;48.0882865;20.8053094;LocLevel.PRECISE
66.0;Borsod-Abaúj-Zemplén;Edelényi;Békés Alkony Időskorúakat Gondozó Alapítvány;3608 Farkaslyuk, Jószerencsét tér 9.;7.0;18;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.1855845;20.3139741;LocLevel.PRECISE
67.0;Borsod-Abaúj-Zemplén;Edelényi;Kazincbarcikai Szociális Szolgáltató Központ  I. sz.  Idősek  Otthona;3700 Kazincbarcika, Jószerencsét út 8;25.0;48;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;48.25225579088602;20.626561179541852;LocLevel.POSTCODE
68.0;Borsod-Abaúj-Zemplén;Edelényi;Észak-Borsod Integrált Szociális Intézmény Ormosbányai Otthon ;3743 Ormosbánya, Ady Endre út 37.;51.0;148;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;48.33588382650007;20.64969901406879;LocLevel.POSTCODE
1.0;Csongrád-Csanád;Hódmezővásárhelyi;Hódmezővásárhelyi Többcélú Kistérségi Társulás Idősek Otthona;6630 Mindszent, Kőrösi Csoma u. 1.;7.0;21.0;5.0;16.0;0.0;0.0;0.0;3.0;5.0;13.0;46.523540074943554;20.17820913056734;LocLevel.POSTCODE
2.0;Csongrád-Csanád;Hódmezővásárhelyi;Csongrád-Csanád Megyei Szivárvány Otthon Makói Idősek Othhona;6900 Makó, Batthyányi u. 23;53.0;115.0;4.0;5.0;0.0;0.0;0.0;4.0;4.0;1.0;46.20481591617214;20.472372455811215;LocLevel.POSTCODE
3.0;Csongrád-Csanád;Szeged;Bálint Sándor Szeretetotthon;6725 Szeged, Harmat u. 2-4.;45.0;73.0;15.0;21.0;0.0;1.0;0.0;1.0;15.0;19.0;46.2334992;20.1328446;LocLevel.PRECISE
4.0;Csongrád-Csanád;Szeged;SZKTT Egyesített Szociális Intézmény;6727 Szeged, Acél u.1.;71.0;184.0;10.0;61.0;0.0;1.0;0.0;10.0;10.0;50.0;46.2786314;20.1729937;LocLevel.PRECISE
5.0;Csongrád-Csanád;Szeged;Szegedi Dr. Waltner Károly Otthon;6723 Szeged, Agyagos u. 45.;123.0;148.0;14.0;65.0;0.0;0.0;0.0;1.0;13.0;64.0;46.2748969;20.15499396995031;LocLevel.PRECISE
6.0;Csongrád-Csanád;Szeged;Csongrád-Csanád Megyei Napsugár Otthon;6760 Kistelek, Kossuth u. 41.;68.0;114.0;24.0;75.0;0.0;11.0;0.0;22.0;24.0;42.0;46.47627941962259;19.98414511013304;LocLevel.POSTCODE
7.0;Csongrád-Csanád;Szeged;Szegedi Ősz Idősotthon;6724 Szeged, Zákány u. 25.;57.0;100.0;16.0;24.0;0.0;2.0;0.0;1.0;16.0;21.0;46.2647307;20.137012;LocLevel.PRECISE
8.0;Csongrád-Csanád;Szeged;Ruzsai Idősek Otthon;6786 Ruzsa, Pipacs tér 9. ;50.0;110.0;14.0;67.0;0.0;19.0;0.0;10.0;8.0;37.0;46.2865527;19.7430016;LocLevel.PRECISE
9.0;Csongrád-Csanád;Szentes;Csongrád-Csanád Megyei Gesztenyeliget Otthon Derekegyházi Ápoló Otthona ;6620 Derekegyház, Köztársaság tér 9.;75.0;120.0;12.0;15.0;0.0;0.0;0.0;3.0;12.0;12.0;46.5815746;20.3605872;LocLevel.PRECISE
10.0;Csongrád-Csanád;Szentes;Csongrád-Csanád Megyei Gesztenyeliget Otthon Nagymágocsi Kastélyotthona;6622 Nagymágocs, Szentesi út 2.;136.0;300.0;27.0;71.0;0.0;0.0;0.0;11.0;27.0;60.0;46.5843719;20.4785925;LocLevel.PRECISE
11.0;Csongrád-Csanád;Szentes;Dr. Sípos F. Parkerdő Otthon;6600 Szentes, Kováts K. u. 3.;70.0;132.0;21.0;66.0;0.0;0.0;0.0;15.0;21.0;51.0;46.65667824469546;20.25971241736419;LocLevel.POSTCODE
12.0;Csongrád-Csanád;Szentes;Alsó-Tisza menti Önkormányzati Társulás Gondozási Központ Rózsfüzér Szociális Otthon;6646 Tömörkény, Ifjúság u.8;30.0;57.0;13.0;40.0;0.0;0.0;0.0;5.0;13.0;35.0;46.6171878;20.0439465;LocLevel.PRECISE
13.0;Csongrád-Csanád;Szentes;Szentesi Református Idősek otthona;6600 Szentes, Kossuth tér 4.;28.0;55.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;46.6519536;20.2560993;LocLevel.PRECISE
14.0;Csongrád-Csanád;Szentes;Csongrád-Csanád Megyei Aranysziget Otthon;6640 Csongrád, Gyöngyvirág u. 7-9.;92.0;184.0;25.0;50.0;0.0;0.0;0.0;21.0;25.0;29.0;46.7047323;20.1616003;LocLevel.PRECISE
15.0;Csongrád-Csanád;Szentes;Csongrád-Csanád Megyei Aranysziget Otthon- Kisréti otthona és I-II-Lakóottha;6640 Csongrád, Kisrét tanya 19/a.;75.0;124.0;30.0;31.0;0.0;0.0;0.0;3.0;30.0;28.0;46.70927917782378;20.153846804993623;LocLevel.POSTCODE
16.0;Csongrád-Csanád;Szentes;Piroskavárosi  Szociális Család és Gyermekjóléti Intézmény;6640 Csongrád, Szent Imre u.19.;23.0;50.0;4.0;3.0;0.0;0.0;0.0;0.0;4.0;3.0;46.7168288;20.1361151;LocLevel.PRECISE
17.0;Csongrád-Csanád;Szeged;SZKTT Egyesített Szociális Intézmény;6724 Szeged, Kálvária sgt. 45.;96.0;150.0;10.0;20.0;0.0;16.0;0.0;2.0;10.0;0.0;46.263729889908426;20.13997288834332;LocLevel.POSTCODE
18.0;Csongrád-Csanád;Hódmezővásárhelyi;Kovács-Küry Időskorúak Otthona;6800 Hódmezővásárhely, Serháztér u. 6;63.0;200.0;8.0;57.0;0.0;0.0;0.0;22.0;8.0;35.0;46.41547355742669;20.321690349106103;LocLevel.POSTCODE
19.0;Csongrád-Csanád;Hódmezővásárhelyi;Csongrád-Csanád Megyei Szivárvány Otthon ;6800 Hódmezővásárhely, Klauzál u. 185/a.;69.0;124.0;25.0;27.0;0.0;0.0;0.0;0.0;25.0;27.0;46.4185694;20.3341522;LocLevel.PRECISE
20.0;Csongrád-Csanád;Szentes;Csongrád Városi Önkormányzat Dr.Szarka Ödön Egyesített Egészségügyi és Szociális Intézmény-Gondviselés Háza;6640 Csongrád, Vasút u. 92.;33.0;59.0;13.0;47.0;0.0;0.0;0.0;15.0;13.0;32.0;46.7049245;20.1418558;LocLevel.PRECISE
21.0;Csongrád-Csanád;Szeged;Nazarénus Idősek Otthona;6725 Szeged, Ybl Miklós u. 4.;37.0;72.0;4.0;6.0;0.0;1.0;0.0;5.0;4.0;0.0;46.2527104;20.124619362074952;LocLevel.PRECISE
22.0;Csongrád-Csanád;Szentes;Fábiánsebestyén Erzsébet Otthon;6625 Fábiánsebestyén, Szabadság u. 1.;34.0;72.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;46.6765143;20.4576343;LocLevel.PRECISE
23.0;Csongrád-Csanád;Hódmezővásárhelyi;Csongrád-Csanád Megyei Szivárvány Otthon Óföldeáki Návay Aranka Idősek Otthona ;6923 Óföldeák, Návay L. u. 2.;36.0;131.0;18.0;105.0;0.0;0.0;0.0;17.0;18.0;88.0;46.29451012529478;20.435242336409754;LocLevel.POSTCODE
24.0;Csongrád-Csanád;Szeged;Csongrád-Csanád Megyei Napsugár Otthon. Ópusztaszeri Otthona.;6767 Ópusztaszer, Tóhajlat 133.;102.0;278.0;25.0;155.0;0.0;10.0;0.0;1.0;22.0;144.0;46.4908423;20.0710688;LocLevel.PRECISE
25.0;Csongrád-Csanád;Szeged;Csongrád-Csanád Megyei Napsugár Otthon. Mórahalmi Idősek Otthona.;6782 Mórahalom, Szegedi u. 1.;49.0;100.0;16.0;43.0;0.0;11.0;0.0;0.0;15.0;0.0;46.21630767477858;19.88650822030869;LocLevel.POSTCODE
26.0;Csongrád-Csanád;Hódmezővásárhelyi;Csanádpalota Térségi Alapszolgáltatási Központ és Gyermekjóléti Szolgálat Naplemente Idősek Gondozóháza;6913 Csanádpalota, Délibáb u. 2.;8.0;16.0;3.0;11.0;0.0;0.0;0.0;3.0;3.0;8.0;46.2433349;20.7194236;LocLevel.PRECISE
27.0;Csongrád-Csanád;Szentes;Csongrád-Csanád Megyei Gesztenyeliget Otthon Derekegyházi Lakóotthonok;6620 Derekegyház, Petőfi u. 40-42.;12.0;34.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;14.4811125;121.0310295;LocLevel.POSTCODE
28.0;Csongrád-Csanád;Szeged;HKTT Integrált Szociális és Gyermekjóléti Központ;6787 Zákányszék, Dózsa György u. 44.;11.0;16.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;46.2758291;19.8895012;LocLevel.PRECISE
29.0;Csongrád-Csanád;Szeged;Csongrád-Csanád Megyei Napsugár Otthon Vakok Otthona;6726 Szeged, Torontál tér 1.;69.0;122.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;46.2498622;20.1587274;LocLevel.PRECISE
30.0;Csongrád-Csanád;Szeged;Időskorúak Gondozóháza;6760 Kistelek, Tisza u. 1.;11.0;20.0;3.0;9.0;0.0;1.0;0.0;0.0;3.0;7.0;46.47627941962259;19.98414511013304;LocLevel.POSTCODE
1.0;Fejér;Martonvásár;Ercsi Szociális Szolgálat;2451 Ercsi Lejtő sor 1;24.0;20.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;47.2452862;18.8981891;LocLevel.PRECISE
2.0;Fejér;Sárbogárd;Fejér Megyei Integrált Szociális Intézmény Mezőszilasi Telephely;7017 Mezőszilas, Fő út 55.;88.0;200.0;12.0;58.0;0.0;1.0;0.0;7.0;12.0;50.0;46.81592532089255;18.47469471931957;LocLevel.POSTCODE
3.0;Fejér;Sárbogárd;Fejér Megyei Integrált Szociális Intézmény Alapi Telephely;7011 Alap, Külső Tanya 1;56.0;100.0;29.0;73.0;0.0;1.0;0.0;4.0;28.0;68.0;46.80935195149588;18.686634510837397;LocLevel.POSTCODE
4.0;Fejér;Martonvásár;Fejér Megyei Gesztenyés Egyesített Szociális Intézmény;2463 Tordas, Gesztenyés u. 1;143.0;272.0;15.0;67.0;0.0;0.0;0.0;1.0;15.0;66.0;47.340798585142636;18.759121570098344;LocLevel.POSTCODE
5.0;Fejér;Mór;Hársfalevél Ápolási Intézet;8087 Alcsútdoboz, Sport u. 1. ;34.0;60.0;13.0;33.0;1.0;1.0;0.0;2.0;3.0;6.0;47.4290771;18.6130325;LocLevel.PRECISE
6.0;Fejér;Székesfehérvár;Kossuth Zsuzsanna Szociális Intézmény-Maroshegy Gondozási Központ;8000 Székesfehérvár, Rádió u. 7.;15.0;14.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;47.1623491;18.4039452;LocLevel.PRECISE
7.0;Fejér;Székesfehérvár;Fővárosi Önkormányzat Polgárdi idősek Otthona ;8153  Polgárdi, Somlyói u. 2.;12.0;50.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;47.090873;18.3079217;LocLevel.PRECISE
8.0;Fejér;Székesfehérvár;Kossuth Zsuzsanna Szociális Intézmény-Feketehegy-Szárazréti Idősek Otthona;8000 Székesfehérvár, Farkasvermi út 40.;40.0;87.0;18.0;33.0;0.0;0.0;0.0;6.0;18.0;27.0;47.2017347;18.3697937;LocLevel.PRECISE
9.0;Fejér;Székesfehérvár;Aranybárka Idősek Otthona;2483 Gárdony, Móricz Zsigmond u. 29.;14.0;60.0;7.0;31.0;0.0;0.0;0.0;13.0;7.0;18.0;47.2010418;18.619628;LocLevel.PRECISE
10.0;Fejér;Székesfehérvár;Agape Evangélikus Szeretetszolgálat;8136 Lajoskomárom, Jókai u. 8.;30.0;50.0;5.0;14.0;0.0;0.0;0.0;3.0;5.0;11.0;46.8441944;18.3394575;LocLevel.PRECISE
11.0;Fejér;Székesfehérvár;Kossuth Zsuzsanna Szociális Intézmény-Rákóczi úti székhelye;8000 Székesfehérvár, Rákóczi út 34.;102.0;136.0;22.0;78.0;0.0;0.0;0.0;9.0;21.0;69.0;47.19230612172952;18.42318644282024;LocLevel.POSTCODE
12.0;Fejér;Székesfehérvár;Országos Papi Otthon;8000 Székesfehérvár, Petőfi s. u. 2.;41.0;85.0;15.0;24.0;0.0;0.0;0.0;5.0;15.0;19.0;47.19230612172952;18.42318644282024;LocLevel.POSTCODE
13.0;Fejér;Mór;Katolikus Szeretetszolgálat Szent Ince Otthon;8083 Csákvár, Szent Vince u. 2.;52.0;101.0;22.0;89.0;0.0;5.0;0.0;15.0;22.0;67.0;47.3913031;18.4627874;LocLevel.PRECISE
14.0;Fejér;Székesfehérvár;Kossuth Zsuzsanna Szociális Intézmény- Hosszúsétatéri telephelye ;8000 Székesfehérvár, Hosszúsétatér u. 12.;20.0;44.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;47.1842269;18.4128145;LocLevel.PRECISE
15.0;Fejér;Dunaújváros;Nyugodt Évek Idősek Otthona;2424 Előszállás, Baross Gábor tér 1.;25.0;52.0;14.0;30.0;0.0;7.0;0.0;6.0;14.0;24.0;46.8297694;18.8161789;LocLevel.PRECISE
16.0;Fejér;Dunaújváros;Szűz Mária Gondozóház;2457 Adony, Kossuth 15.;21.0;47.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;47.1213593;18.8650875;LocLevel.PRECISE
17.0;Fejér;Sárbogárd;Sárbogárdi Ref.Egyhk Idősek Otthona;7000 Sárbogárd, Tompa M.u.44.;24.0;45.0;15.0;28.0;0.0;0.0;0.0;5.0;15.0;23.0;46.89152475988144;18.62123194178631;LocLevel.POSTCODE
18.0;Fejér;Dunaújváros;Napfény 2001 Nonprofit Kft. Idősek otthona;2458 Kulcs, Rózsahegyi u. 3.;27.0;48.0;10.0;36.0;0.0;0.0;0.0;6.0;10.0;30.0;47.05304161661854;18.914970364650156;LocLevel.POSTCODE
19.0;Fejér;Sárbogárd;Ápoló- Gondozó Otthon;7000 Sárbogárd, Ady Endre u. 39-41.;12.0;22.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.8877616;18.6191419;LocLevel.PRECISE
20.0;Fejér;Sárbogárd;Gondozóház;7000.Sárbogárd. Tompa Mihály út.7.;6.0;13.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0;46.89152475988144;18.62123194178631;LocLevel.POSTCODE
21.0;Fejér;Dunaújváros;Egyesített Szociális Intézmény és Árpád-házi Szent Erzsébet Idősek Otthonai;2400 Dunaújváros Dunasor 15.;113.0;174.0;18.0;28.0;0.0;0.0;0.0;2.0;18.0;26.0;46.9599229;18.9475728;LocLevel.PRECISE
22.0;Fejér;Dunaújváros;Fejér Megyei Gesztenyés Egyesített Szociális Intézmény Hangyasori Otthona;2463 Tordas, Gesztenyés út 1.;143.0;272.0;23.0;56.0;0.0;3.0;0.0;3.0;23.0;53.0;47.3394497;18.7544513;LocLevel.PRECISE
23.0;Fejér;Székesfehérvár;Enyingi Egyesített Szociális Intézmény;8130 Enying, Szabadság tér 2.;9.0;20.0;3.0;15.0;0.0;0.0;0.0;1.0;3.0;14.0;46.9256242;18.2456239;LocLevel.PRECISE
