sorszam;megye;jaras_v_kerulet;intezmeny_nev;cim;dolgozo_letszam;ferohely;cpoz_dolgozo_szam;cpoz_gondozott_szam;cpoz_dolgozo_korhazi_ellatas;cpoz_gondozott_korhazi_ellatas;cpoz_dolgozo_elhunyt;cpoz_gondozott_elhunyt;cpoz_dolgozo_gyogyult;cpoz_gondozott_gyogyult;lats;longs;location_levels
8.0;Heves;Egri Járási Hivatal;Alapszolgáltatási Központ;3351. Verpelét, Szabadság tér 6.;16.0;20.0;6.0;15.0;0.0;0.0;0.0;2.0;6.0;13.0;47.8460769;20.225608;LocLevel.PRECISE
9.0;Heves;Hatvani Járási Hivatal;Heves Megyei Fenyőliget Egyesített Szoc. Intézmény Vámosgyörki Telephely;3281 Vámosgyörk, Mátyás Kir. u. 1.;73.0;172.0;12.0;50.0;0.0;0.0;0.0;14.0;12.0;36.0;47.4207300883037;19.764773486798614;LocLevel.POSTCODE
10.0;Heves;Egri Járási Hivatal;Gesztenyés Idősek Otthona;3245, Recsk Ércbánya Ltp.3.;20.0;49.0;2.0;5.0;0.0;0.0;0.0;5.0;2.0;0.0;47.933159487954796;20.105106319882353;LocLevel.POSTCODE
11.0;Heves;Füzesabonyi Járási Hivatal;Tisza-Mente Települési Önkormányzatok Mikrotérségi Társulás Gyerekjóléti Szolgálat;3396 Poroszló, Alkotmány u. 7.;31.0;20.0;5.0;4.0;0.0;0.0;0.0;2.0;5.0;2.0;47.6507499;20.6530291;LocLevel.PRECISE
12.0;Heves;Hatvani Járási Hivatal;Heves Megyei Fenyőliget Egyesített Szociális Intézmény Zagyvaszántói Idősek Otthona;3031 Zagyvaszántó, Selypi u. 2.;14.0;35.0;9.0;27.0;0.0;0.0;0.0;10.0;9.0;17.0;47.7683379;19.6704934;LocLevel.PRECISE
13.0;Heves;Hatvani Járási Hivatal;Heves Megyei Fenyőliget Egyesített Szociális Intézmény ;3015 Csány, Csillag u. 27.;44.0;86.0;12.0;43.0;0.0;2.0;0.0;13.0;12.0;28.0;47.6470873;19.8335125;LocLevel.PRECISE
14.0;Heves;Hatvani Járási Hivatal;Villa Rosa Idősek Otthona;3232 Gyöngyös Üdülősor út 58.;17.0;33.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;47.83492169771225;19.969691657505788;LocLevel.POSTCODE
15.0;Heves;Hatvani Járási Hivatal;Villa Rosa Idősek Otthona Telephely;3200 Gyöngyös Petőfi út 8-10.;14.0;25.0;5.0;18.0;0.0;0.0;0.0;5.0;5.0;13.0;47.7809185553246;19.92676577729523;LocLevel.POSTCODE
16.0;Heves;Egri Járási Hivatal;Együtt Bükkszenterzsébetért Idősek Otthona;3257 Bükkszenterzsébet Szabadság út 91.;15.0;35.0;7.0;13.0;0.0;0.0;0.0;6.0;7.0;7.0;48.0507066;20.1547592;LocLevel.PRECISE
17.0;Heves;Hatvani Járási Hivatal;Heves Megyei Fenyőliget Egyesített Szociális Intézmény Hatvani Idősek Otthona ;3000 Hatvan, Kórház u. 3-5.;25.0;47.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;47.6759493;19.684654;LocLevel.PRECISE
18.0;Heves ;Egri Járási Hivatal;Heves Megyei Harmónia Egyesített Szociális Intézmény Egri Idősek Otthona;3300 Eger, Petőfi Sándor u. 26/B. ;36.0;85.0;19.0;49.0;0.0;0.0;0.0;17.0;19.0;32.0;47.8985499;20.3639899;LocLevel.PRECISE
19.0;Heves;Hatvani Járási Hivatal;"""Mátrafüred"" Idősek Otthona";3232 Mátrafüred, Üdülősor u.7.;19.0;50.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;47.8326441;19.9648912;LocLevel.PRECISE
20.0;Heves;Hatvani Járási Hivatal;Integrált Szociális Intézmény Időskorúak Szociális Otthona;3261 Abasár Múzeum u. 15/a;42.0;94.0;23.0;73.0;0.0;0.0;0.0;18.0;23.0;55.0;47.80907758643186;19.998260672958327;LocLevel.POSTCODE
21.0;Heves;Egri Járási Hivatal;Pétervásárai Időskorúak Otthona ;3250 Pétervására, Ifjúság u. 7 ;18.0;33.0;2.0;24.0;0.0;0.0;0.0;8.0;2.0;16.0;48.0182737;20.099475;LocLevel.PRECISE
22.0;Heves;Hatvani Járási Hivatal;Szociális Ellátó és Gyermekjóléti Intézmény- Idősek Otthona ;3022 Lőrinci, Erőmű tér 37. ;11.0;24.0;3.0;19.0;0.0;0.0;0.0;6.0;3.0;13.0;47.7224157;19.6798181;LocLevel.PRECISE
23.0;Heves;Hatvani Járási Hivatal;MMSZ Szent Ferenc és Szent Klára Idősek Otthona;3232 Mátrafüred Üdülősor u. 29 ;16.0;33.0;14.0;32.0;0.0;0.0;0.0;9.0;14.0;23.0;47.8326441;19.9648912;LocLevel.PRECISE
1.0;Komárom-Esztergom Megye;Tatabányai Járási Hivatal;Berzsánék Idősek Gondozóháza;2800 Tatabánya Vértanuk tere 1 /A,Lapatári u 1;24.0;58;5.0;30.0;0.0;4.0;0.0;4.0;5.0;22.0;47.57208463770995;18.40253977561774;LocLevel.POSTCODE
2.0;Komárom-Esztergom Megye;Tatabányai Járási Hivatal;Dunaalmási Református Szeretetház Fogyatékosat Ápoló-Gondozó Otthon;2545 Dunaalmás, Jókai Mór u. 16.;79.0;130;15.0;34.0;0.0;1.0;0.0;0.0;2.0;10.0;47.731536634451686;18.32812201166537;LocLevel.POSTCODE
3.0;Komárom-Esztergom Megye;Tatabányai Járási Hivatal;TJ ESZI Szent Teréz Idősek Otthona, Időskorúak Gondozóháza;2800 Tatabánya Cseri utca 34.;108.0;200;22.0;20.0;0.0;0.0;0.0;8.0;22.0;12.0;47.5528144;18.4210156;LocLevel.PRECISE
4.0;Komárom-Esztergom Megye;Tatabányai Járási Hivatal;TJ ESZI Szent Margit Idősek Otthona;2800 Tatabánya Május 1 park 1.;35.0;87;6.0;13.0;0.0;0.0;0.0;7.0;6.0;6.0;47.5584946;18.4257683;LocLevel.PRECISE
5.0;Komárom-Esztergom Megye;Tatabányai Járási Hivatal;Idősek Gondozóháza;2840 Oroszlány, Hunyadi J.7.;16.0;30;4.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;47.48574644338381;18.314502031770346;LocLevel.POSTCODE
6.0;Komárom-Esztergom Megye;Tatabányai Járási Hivatal;Komárom-Esztergom Megyei Mentálhigiénés és Rehabilitációs Intézmény;2800 Tatabánya Síkvölgyi út 63.;59.0;187;18.0;28.0;3.0;0.0;0.0;0.0;11.0;28.0;47.5691805;18.3912371;LocLevel.PRECISE
7.0;Komárom-Esztergom Megye;Tatabányai Járási Hivatal;Tatai Kistérségi Időskorúak Otthona;2890, Fényes fasor 2.+Kocsi u.;60.0;156;22.0;123.0;0.0;0.0;0.0;21.0;0.0;102.0;47.643092054189125;18.312549417027487;LocLevel.POSTCODE
8.0;Komárom-Esztergom Megye;Tatabányai Járási Hivatal;Sziget Idősek Otthona;2531.Tarján, Kossuth tér 22.;24.0;50;6.0;9.0;0.0;0.0;0.0;3.0;6.0;6.0;46.4151493;20.3165863;LocLevel.PRECISE
9.0;Komárom-Esztergom Megye;Esztergom;MMSZE Gondviselésháza Zöld Fenyő Időskorúak Otthona;2500 Esztergom, Visegrádi út 283.;24.0;50;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;47.8145699;18.7876794;LocLevel.PRECISE
10.0;Komárom-Esztergom Megye;Esztergom;Dorogi Szociális Szolg. Központ;2510 Dorog Otthon tér 3.;38.0;75;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;47.723901299999994;18.735134795454037;LocLevel.PRECISE
11.0;Komárom-Esztergom Megye;Esztergom;Szent Borbála ;2524 Nagysáp Granárium domb 1.;21.0;85;1.0;9.0;0.0;0.0;0.0;0.0;1.0;1.0;47.68344475;18.610688843565136;LocLevel.PRECISE
12.0;Komárom-Esztergom Megye;Esztergom;Pszichiátriai Betegek Otthona;2500 Esztergom Dr. Niederman1.;68.0;150;8.0;26.0;0.0;3.0;0.0;2.0;8.0;21.0;47.793263204214696;18.748577719057543;LocLevel.POSTCODE
13.0;Komárom-Esztergom Megye;Esztergom;Szent Rita Fogyatékos Otthon;2500Esztergom Dessewffy u. 22.;59.0;55;20.0;46.0;0.0;0.0;0.0;0.0;20.0;46.0;47.793263204214696;18.748577719057543;LocLevel.POSTCODE
14.0;Komárom-Esztergom Megye;Esztergom;Szent Vince Irgalmas Nővérotthon;2500 Esztergom Pázmány P. u. 18.;68.0;91;7.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;47.793263204214696;18.748577719057543;LocLevel.POSTCODE
15.0;Komárom-Esztergom Megye;Esztergom;Esthajnal Idősek Otthona;2028 Pilismarót Basaharc;51.0;100;8.0;6.0;0.0;0.0;0.0;0.0;8.0;6.0;47.8067466;18.8460266;LocLevel.PRECISE
16.0;Komárom-Esztergom Megye;Esztergom;Péliföld Idősek Otthona;2533 Bajót Péliföld Szentkereszt;24.0;50;3.0;14.0;0.0;0.0;0.0;5.0;3.0;9.0;47.715628946887;18.578326952128943;LocLevel.POSTCODE
17.0;Komárom-Esztergom Megye;Esztergom;Szent Mihály Idős Otthon;2536 Nyergesújfalu Kossuth u. 3.;20.0;31;13.0;22.0;0.0;0.0;0.0;3.0;13.0;19.0;47.75791819971241;18.555044726777187;LocLevel.POSTCODE
18.0;Komárom-Esztergom Megye;Esztergom;Ferences Szoc.O.;2500 Esztergom Bottyán J.u.10;13.0;24;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;47.793263204214696;18.748577719057543;LocLevel.POSTCODE
19.0;Komárom-Esztergom Megye;Esztergom;Idősek Otthona;Tát, Szent György tér 1.;30.0;63;17.0;63.0;0.0;0.0;0.0;5.0;17.0;58.0;47.7406286;18.648114763812735;LocLevel.PRECISE
20.0;Komárom-Esztergom Megye;DOROG;KEM ISZI FOGYATÉKOSOK OTTHONA/ LAKÓOTTHON;2532. TOKODALTÁRÓ, JÓZSEF ATTILA UTCA 4.;56.0;110;9.0;86.0;0.0;2.0;0.0;1.0;9.0;83.0;47.73263924383395;18.687836276736373;LocLevel.POSTCODE
21.0;Komárom-Esztergom Megye;Esztergom;Oltalom Idősek Otthona;2541 Lábatlan Honvéd u. 4-6.;28.0;51;3.0;11.0;0.0;0.0;0.0;2.0;3.0;9.0;47.748221;18.50225465103211;LocLevel.PRECISE
22.0;Komárom-Esztergom Megye;Esztergom;Szépkorúak Idősek Otthona;2543 Süttő, Áprily tér 3.;28.0;54;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;47.7568716;18.4512846;LocLevel.PRECISE
23.0;Komárom-Esztergom Megye;Esztergom;Idősek Gondozóháza;2500 Esztergom Hajnal u.16.;16.0;24;0.0;4.0;0.0;0.0;0.0;2.0;0.0;2.0;47.8014339;18.7533813;LocLevel.PRECISE
24.0;Komárom-Esztergom Megye;Kisbéri Járás;"Őszi Napfény Idősek Otthona_x000D_
";2870 Kisbér, Deák Ferenc utca 69.;63.0;150;6.0;3.0;0.0;0.0;0.0;3.0;6.0;0.0;47.4913296;18.0303285;LocLevel.PRECISE
25.0;Komárom-Esztergom Megye;Komárom;Komárom Város Egyesített Szociális Intézménye Idősek Otthona;2900 Komárom, Árpád utca 4;46.0;90;3.0;12.0;0.0;0.0;0.0;0.0;3.0;12.0;47.7846588;18.7410813;LocLevel.PRECISE
26.0;Komárom-Esztergom Megye;Kisbéri Járás;Bársonyos-Pervátpuszta Időskorúak Szociális Otthona;2883 Bársonyos, Pervátpuszta;41.0;93;14.0;23.0;0.0;2.0;0.0;9.0;14.0;13.0;47.51240218396227;17.915439766308598;LocLevel.POSTCODE
27.0;Komárom-Esztergom Megye;Komárom;Szt.Ildikó Nyugdíjas Ház;2900 Komárom Sport utca 36;9.0;30;4.0;5.0;0.0;0.0;0.0;1.0;4.0;4.0;47.746747;18.1212433;LocLevel.PRECISE
28.0;Komárom-Esztergom Megye;Komárom;Derű Háza Idősek Otthona;2943 Bábolna József A.u.4.;20.0;54;7.0;50.0;0.0;0.0;0.0;2.0;7.0;48.0;47.64510743509215;17.974793888490556;LocLevel.POSTCODE
1.0;Jász-Nagykun-Szolnok ;Jászberényi;Fehér Akác Jász-Nagykun-Szolnok Megyei Idősek Otthona;"5130 Jászapáti
Juhász M. u. 2-4.";59.0;115;16.0;65.0;0.0;0.0;0.0;1.0;16.0;64.0;47.51814090400411;20.15316206857321;LocLevel.POSTCODE
2.0;Jász-Nagykun-Szolnok ;Jászberényi;Ozoróczky Mária Szociális Központ;"5055 Jászladány
Kossuth u. 106.";70.0;131;11.0;3.0;0.0;0.0;0.0;3.0;11.0;0.0;47.36436831211049;20.16145974349331;LocLevel.POSTCODE
3.0;Jász-Nagykun-Szolnok ;Jászberényi;Katolikus Szeretetszolgálat Szent Klára Idősek Otthona;"5100 Jászberény
Ferencesek tere 1.";58.0;135;23.0;49.0;0.0;0.0;0.0;8.0;23.0;41.0;47.5037456;19.9034356;LocLevel.PRECISE
4.0;Jász-Nagykun-Szolnok ;Jászberényi;Gondozási Központ Jászárokszállás;"5123 Jászárokszállás
Móczár A. tér 7.";12.0;28;5.0;14.0;0.0;0.0;0.0;2.0;5.0;12.0;47.64117919802368;19.97680339951116;LocLevel.POSTCODE
5.0;Jász-Nagykun-Szolnok ;Jászberényi;Jászfényszaru Város Gondozási Központja Idősek Otthona;"5126 Jászfényszaru
Bajcsy-Zs. u. 7.";27.0;46;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;47.571133634008945;19.721086837003256;LocLevel.POSTCODE
6.0;Jász-Nagykun-Szolnok ;Jászberényi;Erdős Alapszolgáltatási Központ;"5122 Jászdózsa
Kossuth u. 15.";20.0;50;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;47.56474424494065;20.017997937257416;LocLevel.POSTCODE
7.0;Jász-Nagykun-Szolnok ;Jászberényi;Szent Ferenc Egyesített Szociális Intézmény;"5100 Jászberény
Hatvani út 35.";59.0;105;14.0;45.0;0.0;2.0;0.0;9.0;14.0;34.0;47.5027082;19.9079551;LocLevel.PRECISE
8.0;Jász-Nagykun-Szolnok ;Jászberényi;Ozoróczky Mária Szociális Központ;"5055 Jászladány
Kossuth u. 106.";70.0;131;19.0;69.0;0.0;10.0;0.0;7.0;19.0;62.0;47.36436831211049;20.16145974349331;LocLevel.POSTCODE
9.0;Jász-Nagykun-Szolnok ;Jászberényi;Jászfényszaru Város Gondozási Központja Idősek Otthona;"5126 Jászfényszaru
Bajcsy-Zs. u. 7.";27.0;46;3.0;9.0;0.0;1.0;0.0;1.0;0.0;0.0;47.571133634008945;19.721086837003256;LocLevel.POSTCODE
10.0;Jász-Nagykun-Szolnok ;Karcagi;Karcagi Többcélú Kistérségi Társulás Idősek Otthona és Háziorvosi Intézmény;"5300  Karcag
Varró u.1-3.";27.0;63;14.0;13.0;0.0;0.0;0.0;2.0;14.0;11.0;47.3168951;20.919098;LocLevel.PRECISE
11.0;Jász-Nagykun-Szolnok ;Karcagi;Karcagi Többcélú Kistérségi Társulás Idősek Otthona és Háziorvosi Intézmény;"5300 Karcag
Zöldfa u. 48/a";39.0;108;13.0;55.0;0.0;0.0;0.0;13.0;12.0;42.0;47.3328081;20.9402949;LocLevel.PRECISE
12.0;Jász-Nagykun-Szolnok ;Karcagi;Abádszalóki Református Szociális Szolgáltató Központ;"5241 Abádszalók
Széchenyi út 38.";8.0;16;2.0;10.0;0.0;0.0;0.0;1.0;2.0;8.0;47.47561337997444;20.59484867398835;LocLevel.POSTCODE
13.0;Jász-Nagykun-Szolnok;Karcagi;Szent József Idősek Otthona;"5363 Nagyiván
Fő út 67/a";47.0;82;17.0;21.0;0.0;1.0;0.0;9.0;17.0;12.0;47.4856273;20.9285283;LocLevel.PRECISE
14.0;Jász-Nagykun-Szolnok;Karcagi;Tiszaszentimre Református Szociális Szolgáltató Központ;"5322 Tiszaszentimre
Samu kastély helyrajzi szám (HRSZ.) ";21.0;50;14.0;28.0;0.0;0.0;0.0;5.0;14.0;23.0;47.4943325625705;20.72620950258073;LocLevel.POSTCODE
15.0;Jász-Nagykun-Szolnok;Karcagi;Kisújszállási Térségi Szociális Otthon és Alapszolgáltatási Központ;"5310 Kisújszállás
Téglagyár u. 10.";65.0;120;9.0;15.0;0.0;0.0;0.0;0.0;9.0;15.0;47.21530825;20.742475292333722;LocLevel.PRECISE
16.0;Jász-Nagykun-Szolnok;Karcagi;Tiszafüred Kistérség Többcélú Társulás Szociális Szolgáltató Központja;"5350 Tiszafüred
Bajcsy Zs.  út 50/a.";48.0;43;6.0;17.0;0.0;2.0;0.0;2.0;6.0;13.0;47.61520240435052;20.75449573627204;LocLevel.POSTCODE
17.0;Jász-Nagykun-Szolnok;Karcagi;Kisújszállási Térségi Szociális Otthon és Alapszolgáltatási Központ;5310 Kisújszállás Téglagyár utca 10.;65.0;120;2.0;24.0;0.0;4.0;0.0;4.0;2.0;17.0;47.21530825;20.742475292333722;LocLevel.PRECISE
18.0;Jász-Nagykun-Szolnok ;Karcagi;Abádszalóki Református Szociális Szolgáltató Központ;"5241 Abádszalók
Széchenyi út 38.";8.0;16;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;47.47561337997444;20.59484867398835;LocLevel.POSTCODE
19.0;Jász-Nagykun-Szolnok;Mezőtúri;Egyesített Szociális Intézmény;"5430 Tiszaföldvár
Baross krt. 109-111.";22.0;50;2.0;16.0;0.0;0.0;0.0;4.0;2.0;12.0;46.97772256873556;20.259750121889716;LocLevel.POSTCODE
20.0;Jász-Nagykun-Szolnok;Mezőtúri;Mezőtúri Református Egyházközség Idősek Otthona II. sz. telephely Bíró Kálmánné Bakos Ilona Idősek Otthona;"5400 Mezőtúr
Szolnoki  út 18.";92.0;181;18.0;63.0;0.0;0.0;0.0;10.0;18.0;52.0;47.0109514;20.6047102;LocLevel.PRECISE
21.0;Jász-Nagykun-Szolnok;Mezőtúri;Mezőtúri Református Egyházközség Idősek Otthona I. sz. telephely Szendy Pál Idősek Otthona;"5400 Mezőtúr
Petőfi Sándor út 2.";33.0;50;7.0;24.0;0.0;0.0;0.0;4.0;7.0;20.0;47.000880767986494;20.617875307417197;LocLevel.POSTCODE
22.0;Jász-Nagykun-Szolnok;Mezőtúri;Nagyközségi Szociális Gondozási Köpont;"5462  Cibakháza
Szabadság tér 6. ";19.0;16;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;46.9646193;20.200791;LocLevel.PRECISE
23.0;Jász-Nagykun-Szolnok;Mezőtúri;Berettyó-Körös Többcélú Társulás Idősek Otthona;"5420 Túrkeve
Ecsegi út 13";28.0;30;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;47.10409981604774;20.73700054530298;LocLevel.POSTCODE
24.0;Jász-Nagykun-Szolnok;Mezőtúri;Berettyó-Körös Többcélú Társulás Idősek Otthona;"5420 Túrkeve
Damjanich út 1";8.0;25;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;47.10409981604774;20.73700054530298;LocLevel.POSTCODE
25.0;Jász-Nagykun-Szolnok;Mezőtúri;Alkony Gondozási Központ Idősek Klubja és Bentlakásos Otthona;"5474 Tiszasas
Fő u. 13.";27.0;40;18.0;34.0;0.0;0.0;0.0;8.0;18.0;26.0;46.8206121646628;20.074844920763145;LocLevel.POSTCODE
26.0;Jász-Nagykun-Szolnok;Mezőtúri;Őszikék Egyesített Szociális Intézmény;"5475 Csépa
Rákóczi utca 15.";19.0;21;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;46.8018816;20.1318768;LocLevel.PRECISE
27.0;Jász-Nagykun-Szolnok;Szolnoki;Kengyeli Egyesített Szociális Intézmény ;"5083 Kengyel
Kossuth út 81-83.";26.0;23;5.0;7.0;0.0;0.0;0.0;0.0;5.0;7.0;47.088054384040966;20.339191061690222;LocLevel.POSTCODE
28.0;Jász-Nagykun-Szolnok;Szolnoki;Szolnoki Kistérség Többcélú Társulása Szociális Szolgáltató Besenyszögi Központja III.számú Telephely;"5065 Nagykörű
Szabadság út 2.";12.0;25;8.0;21.0;0.0;0.0;0.0;7.0;8.0;14.0;47.2733416;20.4542557;LocLevel.PRECISE
29.0;Jász-Nagykun-Szolnok;Szolnoki;Zagyvaparti Idősek Otthona;"5052 Újszász
Akácfa út 90.";90.0;150;17.0;66.0;0.0;0.0;0.0;9.0;17.0;57.0;47.28378361343158;20.062712041038726;LocLevel.POSTCODE
30.0;Jász-Nagykun-Szolnok;Szolnoki;Szolnoki Kistérség Többcélú Társulása Gyermekjóléti és Szociális Szolgáltató Központ;"5085 Rákóczifalva
Kossuth út 13.";23.0;45;10.0;10.0;0.0;0.0;0.0;8.0;10.0;2.0;47.08571055059039;20.231048962980733;LocLevel.POSTCODE
31.0;Jász-Nagykun-Szolnok;Szolnoki;Szolnoki Kistérség Többcélú Társulása Egyesített Szociális Intézménye II. számú Idősek Otthona ;"5000 Szolnok
Kaán Károly u. 20.";25.0;80;12.0;7.0;0.0;0.0;0.0;3.0;12.0;4.0;47.1963188;20.1929163;LocLevel.PRECISE
32.0;Jász-Nagykun-Szolnok;Szolnoki;Szolnoki Kistérség Többcélú Társulása Egyesített Szociális Intézménye I., III. és IV. számú Idősek Otthona;"5000 Szolnok
Vízpart krt. 3. ";63.0;315;30.0;69.0;0.0;0.0;0.0;31.0;30.0;38.0;47.17877407080006;20.186131928610877;LocLevel.POSTCODE
33.0;Jász-Nagykun-Szolnok;Szolnoki;Szolnoki Kistérség Többcélú Társulása Egyesített Szociális Intézménye I. sz. Időskorúak Gondozóháza;"5000 Szolnok
Abonyi út 32. ";6.0;15;3.0;6.0;0.0;0.0;0.0;3.0;3.0;3.0;47.1758168;20.1686987;LocLevel.PRECISE
34.0;Jász-Nagykun-Szolnok;Szolnoki;Kastély Otthon Jász-Nagykun-Szolnok Megyei Pszichiátriai és Szenvedélybetegek Otthona és Rehabilitációs Intézménye;"5052 Újszász
Abonyi út 1.";123.0;248;18.0;63.0;0.0;0.0;0.0;7.0;18.0;56.0;47.2786237;20.0661061;LocLevel.PRECISE
35.0;Jász-Nagykun-Szolnok;Szolnoki;MET Szolnok Oltalom Idősek Otthona;"5000 Szolnok
Napsugár u. 19.";36.0;57;10.0;14.0;0.0;0.0;0.0;8.0;10.0;6.0;47.1612454;20.2072632;LocLevel.PRECISE
36.0;Jász-Nagykun-Szolnok;Szolnoki;"Jász-Nagykun-Szolnok Megyei ""Angolkert"" Idősek Otthona, Pszichitária Betegek Otthona és Rehabilitációs Intézménye";"5200 Törökszentmiklós
Deák Ferenc út 100.";76.0;170;21.0;31.0;0.0;0.0;0.0;3.0;21.0;28.0;47.1754215;20.4132527;LocLevel.PRECISE
37.0;Jász-Nagykun-Szolnok;Szolnoki;"Jász-Nagykun-Szolnok Megyei ""Angolkert"" Idősek Otthona, Pszichitária Betegek Otthona és Rehabilitációs Intézménye";"5213 Fegyvernek
Angolkert út 1.";32.0;68;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;47.2387605;20.5317477;LocLevel.PRECISE
38.0;Jász-Nagykun-Szolnok;Szolnoki;Szolnoki Kistérség Többcélú Társulása Szociális Szolgáltató Besenyszögi Központja;"5071 Besenyszög
Szabadság tér 3.";33.0;50;11.0;27.0;0.0;0.0;0.0;7.0;11.0;20.0;47.2975821;20.2577946;LocLevel.PRECISE
39.0;Jász-Nagykun-Szolnok;Szolnoki;Botlik Erzsébet Református Idősek Otthona;"5200 Törökszentmiklós
Rákóczi út 22.";12.0;26;3.0;24.0;0.0;0.0;0.0;8.0;3.0;16.0;47.1808984;20.4191098;LocLevel.PRECISE
40.0;Jász-Nagykun-Szolnok;Szolnoki;Zagyvaparti Idősek Otthona;5052 Újszász, Akácfa út 90.;90.0;150;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;47.28378361343158;20.062712041038726;LocLevel.POSTCODE
41.0;Jász-Nagykun-Szolnok;Szolnoki;Kastély Otthon Jász-Nagykun-Szolnok Megyei Pszichiátriai és Szenvedélybetegek Otthona és Rehabilitációs Intézménye;"5052 Újszász
Abonyi út 1.";113.0;248;3.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;47.2786237;20.0661061;LocLevel.PRECISE
42.0;Jász-Nagykun-Szolnok;Szolnoki;Zagyvaparti Idősek Otthona;"5052 Újszász
 Akácfa út 90.";92.0;150;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;47.28378361343158;20.062712041038726;LocLevel.POSTCODE
1.0;Nógrád ;Balassagyarmat;Virágsziget gondozási központ;3132 Nógrádmegyer Petőfi út 139;19.0;34.0;11.0;29.0;0.0;1.0;0.0;4.0;11.0;24.0;48.06713032130782;19.62779222234113;LocLevel.POSTCODE
2.0;Nógrád;Pásztói;Pásztói Gondozási Központ;3060 Pásztó, Sport út 4-6.;27.0;56.0;8.0;18.0;0.0;0.0;0.0;0.0;8.0;18.0;47.919110207898825;19.697248355661756;LocLevel.POSTCODE
3.0;Nógrád ;Balassagyarmat;Nógrád Megyei Reménysugár Egyesített Szociális Intézmény Balassagyarmat;2660 Balassagyarmat, Szontágh Pál utca 44.;115.0;80.0;21.0;23.0;0.0;0.0;0.0;0.0;21.0;23.0;48.0757895;19.3094581;LocLevel.PRECISE
4.0;Nógrád;Balassagyarmat;NMRESZI Harmónia RIÁGO I.;2687 Bercel Petőfi u. 2.;43.0;53.0;13.0;10.0;0.0;1.0;0.0;3.0;12.0;6.0;47.88457680220593;19.435084667547645;LocLevel.POSTCODE
5.0;Nógrád ;Balassagyarmat;NMRESZI Harmónia RIÁGO II.;2687 Bercel Kenderváros u. 23.;27.0;57.0;6.0;4.0;0.0;0.0;0.0;1.0;6.0;3.0;47.8787259;19.3997889;LocLevel.PRECISE
6.0;Nógrád ;Balassagyarmat;Szent Erzsébet Idősek Otthona;2660 Balassagyarmat, Markusovszky u. 1.;92.0;192.0;36.0;90.0;0.0;1.0;0.0;13.0;33.0;77.0;48.0805828;19.3122293;LocLevel.PRECISE
7.0;Nógrád ;Balassagyarmat;Ipolypart Ápoló Gondozó és Rehabilitációs Intézet;3188 Ludányhalászi, Rákóczi út 71-78;155.0;400.0;48.0;104.0;0.0;0.0;0.0;11.0;47.0;93.0;48.13380019838756;19.525826339569917;LocLevel.POSTCODE
8.0;Nógrád ;Salgótarján;Nógrád Megyei Ezüstfenyő idősek Otthona Mizserfai Otthon ;3147 Mizserfa Május 1. út 82.;51.0;117.0;16.0;38.0;0.0;1.0;0.0;5.0;16.0;29.0;48.036603;19.8978295;LocLevel.PRECISE
9.0;Nógrád ;Salgótarján;Nógrád Megyei Ezüstfenyő idősek Otthona;3078 Bátonyterenye Makarenkó út 24.;93.0;210.0;48.0;124.0;0.0;0.0;0.0;17.0;48.0;107.0;48.0129441;19.8168466;LocLevel.PRECISE
10.0;Nógrád ;Salgótarján;Félsziget lakó és Napközi otthon;3100 Salgótarján, Forgácsh Antal út 88;9.0;12.0;2.0;5.0;0.0;0.0;0.0;0.0;2.0;5.0;48.10909620696378;19.809695196233267;LocLevel.POSTCODE
11.0;Nógrád ;Salgótarján;MMSZ Gondviselés Háza Baglyaskő  Időskorúak otthona;3102.Salgótarján, Petőfi út 92.-92.;93.0;150.0;21.0;61.0;0.0;1.0;0.0;22.0;14.0;38.0;48.1029309;19.7727746;LocLevel.PRECISE
12.0;Nógrád;Salgótarján;Salgótarján és Térsége Egészségügyi Szociális Központja Idősek Otthona Cered;3123 Cered Kossuth út 51;10.0;21.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;48.147205;19.9654716;LocLevel.PRECISE
